Color;Comment;Document group;Document name;Code;Beginning;End;Weight score;Segment;Modified by;Modified;Created by;Created;Area;Coverage %
●;;;conversation_14_annotatable;Information-eliciting question (user);47;48;0;"Is it okay to store the pesto in a plastic container?
[conversation_id=61489eae028bc2392c90af21] [conversation.id=-NAE_ITSL8ze9E7RIFG-] [conversation.participant=user]";Anna_;01.08.25 15:21:41;Anna_;01.08.25 15:21:41;167;2,90
●;;;conversation_13_annotatable;Information-eliciting question (user);10;11;0;"is it possible to grate it?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kCneKuWJo9VtRnNtY] [conversation.participant=user]";Anna_;01.08.25 15:16:56;Anna_;01.08.25 15:16:56;141;1,09
●;;;conversation_13_annotatable;Information-eliciting question (user);12;13;0;"what is the best technique to pound the garlic?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kCrZ8UgXmqc6Hp0WL] [conversation.participant=user]";Anna_;01.08.25 15:16:59;Anna_;01.08.25 15:16:59;161;1,25
●;;;conversation_13_annotatable;Information-eliciting question (user);16;17;0;"is it possible to grate the garlic instead of pounding it?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kCyFFwD0B_X6Y4GLX] [conversation.participant=user]";Anna_;01.08.25 15:17:04;Anna_;01.08.25 15:17:04;172;1,33
●;;;conversation_13_annotatable;Information-eliciting question (user);32;33;0;"does the material of the mortar and pestle make a difference to the taste?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kDuSeA_kIiMwJPy3K] [conversation.participant=user]";Anna_;01.08.25 15:19:29;Anna_;01.08.25 15:19:29;188;1,46
●;;;conversation_13_annotatable;Information-eliciting question (user);58;59;0;"does the type of salt make a difference?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kFG9xSWW0_fWeZ9AZ] [conversation.participant=user]";Anna_;01.08.25 15:19:40;Anna_;01.08.25 15:19:40;154;1,19
●;;;conversation_13_annotatable;Information-eliciting question (user);60;61;0;"do the basil leaves need to be organic?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kFRQQHw5DKgalUEE0] [conversation.participant=user]";Anna_;01.08.25 15:19:45;Anna_;01.08.25 15:19:45;153;1,18
●;;;conversation_13_annotatable;Information-eliciting question (user);75;76;0;"what is the recommended amount of oil?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kFnxVNxzQ3PxH1Qai] [conversation.participant=user]";Anna_;01.08.25 15:20:11;Anna_;01.08.25 15:20:11;152;1,18
●;;;conversation_13_annotatable;Information-eliciting question (user);77;78;0;"does the type of olive oil change the taste?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kFq0JmnLsYn-ZpGcZ] [conversation.participant=user]";Anna_;01.08.25 15:20:15;Anna_;01.08.25 15:20:15;158;1,22
●;;;conversation_13_annotatable;Information-eliciting question (user);87;88;0;"how do i know when its been crushed enough, can you show me what it would look like?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kG7-PlSS8kkLKnAt7] [conversation.participant=user]";Anna_;01.08.25 15:20:23;Anna_;01.08.25 15:20:23;198;1,53
●;;;conversation_13_annotatable;Information-eliciting question (user);89;90;0;"what should the paste look like at this point?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kGBQPhp9EaSrRCkPd] [conversation.participant=user]";Anna_;01.08.25 15:20:27;Anna_;01.08.25 15:20:27;160;1,24
●;;;conversation_13_annotatable;Information-eliciting question (user);112;113;0;"how long does this pesto last in the fridge?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kGXSOdB9KrAWHGeoI] [conversation.participant=user]";Anna_;01.08.25 15:20:42;Anna_;01.08.25 15:20:42;158;1,22
●;;;conversation_13_annotatable;Information-eliciting question (user);114;115;0;"what is the recommended layer of olive oil on top?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kGewKukLLw5y-S_BV] [conversation.participant=user]";Anna_;01.08.25 15:20:46;Anna_;01.08.25 15:20:46;164;1,27
●;;;conversation_13_annotatable;Information-eliciting question (user);116;117;0;"what is the quantity of it sorry?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kGiKJO8uqKjLt-4bA] [conversation.participant=user]";Anna_;01.08.25 15:20:50;Anna_;01.08.25 15:20:50;147;1,14
●;;;conversation_13_annotatable;Information-eliciting question (user);123;124;0;"which pasta is it best served with?
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kH9M6tho8hR2O8wk0] [conversation.participant=user]";Anna_;01.08.25 15:20:57;Anna_;01.08.25 15:20:57;149;1,15
●;;;conversation_12_annotatable;Information-eliciting question (user);10;11;0;"how much salt shall i add?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W5-jPar-WNYJRV3Jk] [conversation.participant=user]";Anna_;01.08.25 15:15:38;Anna_;01.08.25 15:15:38;140;1,26
●;;;conversation_12_annotatable;Information-eliciting question (user);14;15;0;"what is kosher salt?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W55HsTNdjRZNha2c-] [conversation.participant=user]";Anna_;01.08.25 15:15:41;Anna_;01.08.25 15:15:41;134;1,21
●;;;conversation_12_annotatable;Information-eliciting question (user);39;40;0;"what herbs shall i add to the mixture?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W6nPHUVn5ucmGZAtk] [conversation.participant=user]";Anna_;01.08.25 15:15:59;Anna_;01.08.25 15:15:59;152;1,37
●;;;conversation_12_annotatable;Information-eliciting question (user);43;44;0;"what is 1 gallon in kg?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W7Ri2nWiHtaOSmMlF] [conversation.participant=user]";Anna_;01.08.25 15:16:03;Anna_;01.08.25 15:16:03;137;1,23
●;;;conversation_12_annotatable;Information-eliciting question (user);62;63;0;"what does homogenous mean?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W83UUTfAyBkxgO1Fh] [conversation.participant=user]";Anna_;01.08.25 15:16:11;Anna_;01.08.25 15:16:11;140;1,26
●;;;conversation_12_annotatable;Information-eliciting question (user);107;108;0;"what's the history of parisian gnocchi?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W9FqmFw-l4LTnGX8X] [conversation.participant=user]";Anna_;01.08.25 15:16:23;Anna_;01.08.25 15:16:23;153;1,38
●;;;conversation_12_annotatable;Information-eliciting question (user);118;119;0;"what is a metal spider?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9W9yHlZPVuem6agSxa] [conversation.participant=user]";Anna_;01.08.25 15:16:30;Anna_;01.08.25 15:16:30;137;1,23
●;;;conversation_12_annotatable;Information-eliciting question (user);122;123;0;"do you have a picture i can see?
[conversation_id=5f36cd2444884c0f7ff186f6] [conversation.id=-N9WAKOTRKYJK5lVpIZT] [conversation.participant=user]";Anna_;01.08.25 16:19:20;Anna_;01.08.25 16:19:20;146;1,31
●;;;conversation_11_annotatable;Information-eliciting question (user);21;22;0;"What mustard do I need
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96LDP88ha6fr6pdvDH] [conversation.participant=user]";Anna_;01.08.25 15:14:48;Anna_;01.08.25 15:14:48;136;2,00
●;;;conversation_11_annotatable;Information-eliciting question (user);23;24;0;"Is it step four or step 3 to proceed
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96LJZbzi_pwmyS-5U2] [conversation.participant=user]";Anna_;01.08.25 15:14:51;Anna_;01.08.25 15:14:51;150;2,20
●;;;conversation_11_annotatable;Information-eliciting question (user);34;35;0;"What is curdling
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96Lbuicgmx88mA6tpZ] [conversation.participant=user]";Anna_;01.08.25 15:14:57;Anna_;01.08.25 15:14:57;130;1,91
●;;;conversation_11_annotatable;Information-eliciting question (user);43;44;0;"What size baking sheet is needed
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96ME-FtO3K-ST9eaK_] [conversation.participant=user]";Anna_;01.08.25 15:15:03;Anna_;01.08.25 15:15:03;146;2,14
●;;;conversation_11_annotatable;Information-eliciting question (user);58;59;0;"How long with the gnocchi need to cook
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96Mm435n4wpBPTU82Y] [conversation.participant=user]";Anna_;01.08.25 15:15:13;Anna_;01.08.25 15:15:13;152;2,23
●;;;conversation_11_annotatable;Information-eliciting question (user);60;61;0;"How long will the cooled gnocchi last
[conversation_id=5fdbb3b4e66d7f061f78ea21] [conversation.id=-N96N-O1cFjiFolVmH1J] [conversation.participant=user]";Anna_;01.08.25 15:15:16;Anna_;01.08.25 15:15:16;151;2,22
●;;;conversation_10_annotatable;Information-eliciting question (user);13;14;0;"How do I start making the souffle
[conversation_id=wwwfod2dos] [conversation.id=-NAj3-enjqGf-ZanAIFO] [conversation.participant=user]";Anna_;01.08.25 14:58:23;Anna_;01.08.25 14:58:23;133;1,06
●;;;conversation_10_annotatable;Information-eliciting question (user);31;32;0;"Why do you whisk constantly?
[conversation_id=wwwfod2dos] [conversation.id=-NAj3kCxfmzASJBXJrcR] [conversation.participant=user]";Anna_;01.08.25 14:58:49;Anna_;01.08.25 14:58:49;128;1,02
●;;;conversation_10_annotatable;Information-eliciting question (user);33;34;0;"Why do you whisk constantly?
[conversation_id=wwwfod2dos] [conversation.id=-NAj3rWeFP9SgoX3DAww] [conversation.participant=user]";Anna_;01.08.25 14:58:52;Anna_;01.08.25 14:58:52;128;1,02
●;;;conversation_10_annotatable;Information-eliciting question (user);37;38;0;"Does whisking constantly make the souffle taste better?
[conversation_id=wwwfod2dos] [conversation.id=-NAj47bmUdPV-YslLjdZ] [conversation.participant=user]";Anna_;01.08.25 14:58:59;Anna_;01.08.25 14:58:59;155;1,24
●;;;conversation_10_annotatable;Information-eliciting question (user);41;42;0;"Do you have a video for this step?
[conversation_id=wwwfod2dos] [conversation.id=-NAj4byY0Dck_MFeIiyQ] [conversation.participant=user]";Anna_;01.08.25 14:59:07;Anna_;01.08.25 14:59:07;134;1,07
●;;;conversation_10_annotatable;Information-eliciting question (user);45;46;0;"Do you have a photo for this step?
[conversation_id=wwwfod2dos] [conversation.id=-NAj4lwVzCLvZDErseu0] [conversation.participant=user]";Anna_;01.08.25 14:59:13;Anna_;01.08.25 14:59:13;134;1,07
●;;;conversation_10_annotatable;Information-eliciting question (user);49;50;0;"What's next?
[conversation_id=wwwfod2dos] [conversation.id=-NAj5CYPuR3FYaBwKVpo] [conversation.participant=user]";Anna_;01.08.25 14:59:19;Anna_;01.08.25 14:59:19;112;0,89
●;;;conversation_10_annotatable;Information-eliciting question (user);54;55;0;"Where does bechamel sauce come from?
[conversation_id=wwwfod2dos] [conversation.id=-NAj5OfS6mDBrdzflxCg] [conversation.participant=user]";Anna_;01.08.25 14:59:27;Anna_;01.08.25 14:59:27;136;1,08
●;;;conversation_10_annotatable;Information-eliciting question (user);58;59;0;"What does bechamel sauce look like?
[conversation_id=wwwfod2dos] [conversation.id=-NAj5kFCvZIixLbqWWpf] [conversation.participant=user]";Anna_;01.08.25 14:59:32;Anna_;01.08.25 14:59:32;135;1,08
●;;;conversation_10_annotatable;Information-eliciting question (user);62;63;0;"How much salt and pepper do i use?
[conversation_id=wwwfod2dos] [conversation.id=-NAj5waoqrEfAMNx8YqV] [conversation.participant=user]";Anna_;01.08.25 14:59:36;Anna_;01.08.25 14:59:36;134;1,07
●;;;conversation_10_annotatable;Information-eliciting question (user);66;67;0;"What is step 4?
[conversation_id=wwwfod2dos] [conversation.id=-NAj67SKkfULaloLWcD2] [conversation.participant=user]";Anna_;01.08.25 14:59:46;Anna_;01.08.25 14:59:46;115;0,92
●;;;conversation_10_annotatable;Information-eliciting question (user);71;72;0;"Why do you only use egg yolks?
[conversation_id=wwwfod2dos] [conversation.id=-NAj6CVuSVSP8W7pYuSd] [conversation.participant=user]";Anna_;01.08.25 14:59:50;Anna_;01.08.25 14:59:50;130;1,04
●;;;conversation_10_annotatable;Information-eliciting question (user);75;76;0;"What next?
[conversation_id=wwwfod2dos] [conversation.id=-NAj6tteA-MgKbEugozi] [conversation.participant=user]";Anna_;01.08.25 14:59:57;Anna_;01.08.25 14:59:57;110;0,88
●;;;conversation_10_annotatable;Information-eliciting question (user);80;81;0;"What is a French whisk?
[conversation_id=wwwfod2dos] [conversation.id=-NAj7-txWn9Cc-yhVFyR] [conversation.participant=user]";Anna_;01.08.25 15:00:03;Anna_;01.08.25 15:00:03;123;0,98
●;;;conversation_10_annotatable;Information-eliciting question (user);84;85;0;"Does using a French whisk make the souffle better?
[conversation_id=wwwfod2dos] [conversation.id=-NAj7ZUVZmbnW-szP6zP] [conversation.participant=user]";Anna_;01.08.25 15:00:09;Anna_;01.08.25 15:00:09;150;1,20
●;;;conversation_10_annotatable;Information-eliciting question (user);88;89;0;"what is the origin of the Savory Cheese Souffle?
[conversation_id=wwwfod2dos] [conversation.id=-NAj8LyobUd25AYvLbbC] [conversation.participant=user]";Anna_;01.08.25 15:00:15;Anna_;01.08.25 15:00:15;148;1,18
●;;;conversation_10_annotatable;Information-eliciting question (user);97;98;0;"Where does Gruyere come from?
[conversation_id=wwwfod2dos] [conversation.id=-NAj8wmgMzRkDP8cecyF] [conversation.participant=user]";Anna_;01.08.25 15:00:51;Anna_;01.08.25 15:00:51;129;1,03
●;;;conversation_10_annotatable;Information-eliciting question (user);103;104;0;"why do you use Gruyere?
[conversation_id=wwwfod2dos] [conversation.id=-NAjA8kPPMVe8oUu19L0] [conversation.participant=user]";Anna_;01.08.25 15:02:39;Anna_;01.08.25 15:02:39;123;0,98
●;;;conversation_10_annotatable;Information-eliciting question (user);112;113;0;"what is an offset spatula?
[conversation_id=wwwfod2dos] [conversation.id=-NAjAjco1XLP4pLonG2r] [conversation.participant=user]";Anna_;01.08.25 15:02:46;Anna_;01.08.25 15:02:46;126;1,01
●;;;conversation_10_annotatable;Information-eliciting question (user);126;127;0;"why does souffle deflate?
[conversation_id=wwwfod2dos] [conversation.id=-NAjBLMRN8PzRQHgDxSX] [conversation.participant=user]";Anna_;01.08.25 15:09:23;Anna_;01.08.25 15:09:23;125;1,00
●;;;conversation_9_annotatable;Information-eliciting question (user);23;24;0;"What do I do if the mixture becomes lumpy?
[conversation_id=qk8kmns74p] [conversation.id=-NAiyDKgc2pQGhEqUwKY] [conversation.participant=user]";Anna_;01.08.25 14:57:45;Anna_;01.08.25 14:57:45;142;2,14
●;;;conversation_9_annotatable;Information-eliciting question (user);38;39;0;"when was bechamel sauce invented?
[conversation_id=qk8kmns74p] [conversation.id=-NAiysrq3_a2y1BIsqo4] [conversation.participant=user]";Anna_;01.08.25 14:57:51;Anna_;01.08.25 14:57:51;133;2,00
●;;;conversation_9_annotatable;Information-eliciting question (user);54;55;0;"what is cream of tartar?
[conversation_id=qk8kmns74p] [conversation.id=-NAizuBNENvY5W2NghOc] [conversation.participant=user]";Anna_;01.08.25 14:57:57;Anna_;01.08.25 14:57:57;124;1,87
●;;;conversation_8_annotatable;Information-eliciting question (user);17;18;0;"what is the purpose of buttermilk in this recipe? how does it enhance this recipe?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJvDxM_DAaAbcrl2EV] [conversation.participant=user]";Anna_;30.07.25 20:57:33;Anna_;30.07.25 20:57:33;196;1,54
●;;;conversation_8_annotatable;Information-eliciting question (user);21;22;0;"Also why refrigerate for at least 4 hours or overnight? can't I proceed to fry it once all seasoned together?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJvZxeksZjqAf8YKI2] [conversation.participant=user]";Anna_;30.07.25 20:57:40;Anna_;30.07.25 20:57:40;223;1,75
●;;;conversation_8_annotatable;Information-eliciting question (user);39;40;0;"With regards to the tenderizing properties of buttermilk, is it the milk that makes it to have such properties? what is buttermilk. butter and milk?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJwTM2GFRBFfZviUcY] [conversation.participant=user]";Anna_;30.07.25 20:58:01;Anna_;30.07.25 20:58:01;262;2,06
●;;;conversation_8_annotatable;Information-eliciting question (user);48;49;0;"why coat the chicken in flour mixture?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJxLc3udVOj3I_qPCe] [conversation.participant=user]";Anna_;30.07.25 20:58:10;Anna_;30.07.25 20:58:10;152;1,19
●;;;conversation_8_annotatable;Information-eliciting question (user);52;53;0;"Ingredients includes baking powder? but isn't the chicken to be deep fried? why use baking powder
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJxvBHbI4le8UjbQ9Z] [conversation.participant=user]";Anna_;30.07.25 20:58:30;Anna_;30.07.25 20:58:30;211;1,66
●;;;conversation_8_annotatable;Information-eliciting question (user);63;64;0;"Also why heat the oil to a specific temperature. what happens if it's a hotter than specified or colder than specified?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJyeM9MEYe0S4ywjov] [conversation.participant=user]";Anna_;30.07.25 20:58:35;Anna_;30.07.25 20:58:35;233;1,83
●;;;conversation_8_annotatable;Information-eliciting question (user);79;80;0;"Why seasoning lightly with salt before it goes into the oven?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJzIXOkXAmtOEQ212m] [conversation.participant=user]";Anna_;30.07.25 20:58:42;Anna_;30.07.25 20:58:42;175;1,38
●;;;conversation_8_annotatable;Information-eliciting question (user);83;84;0;"why are there different cooking temperatures for breast pieces and thigh/drumstick pieces?
[conversation_id=5ced03998f09450015fa845d] [conversation.id=-NAJzZrCZYOMKq7qcKrr] [conversation.participant=user]";Anna_;30.07.25 20:58:46;Anna_;30.07.25 20:58:46;204;1,60
